-6.764090246921687921e+00,-2.158641428945489160e+00
7.097724139904842744e+00,3.353947267285029010e-01
-3.978974839487364079e+00,2.952234169250048446e+00
-6.927490730931772589e+00,-3.316882810969586259e+00
8.688676409947662549e+00,1.744752299041474997e+00
-8.985508073352640679e+00,-2.398110991032773143e+00
7.966074959707412084e+00,9.371173671556830564e-01
-1.798649172232001270e+00,2.282027146179245403e+00
-2.764665651871477614e+00,5.776493966066468033e+00
-3.286451362184369618e+00,3.464213156685453487e+00
8.505055428865249567e+00,4.302376400244301013e-02
-2.842290186529176754e+00,6.006083049264570484e+00
-3.830481443612865355e+00,5.703057694044034065e+00
-4.343836514889975575e+00,1.351752344399692829e+00
-6.906895227633644829e+00,-1.997656905214890033e+00
7.793983224911442242e+00,1.029375476730656880e+00
-1.591301379351268475e+00,5.538290854508429284e+00
-4.198408158001699420e+00,2.651548541650886825e+00
-3.349924005623938772e+00,9.494980653563387385e-01
-7.552211642965087179e+00,-1.108581862059465628e+00
